date,gold_inr_per_10g_landed,moving_avg_7d,moving_avg_30d,year_on_year_pct_change,day_30_rolling_volatility
2021-09-23,45972.51444743649,46311.144291307246,46973.83402696252,-5.92,0.9639723701688495
2021-09-24,46003.37761683879,46168.0114503588,46968.9878833428,-3.02,0.9594260227342547
2021-09-27,45994.38020542844,46184.19988746728,46937.488110566635,-4.27,0.9028458851581269
2021-09-28,45628.83728761435,46156.30030874695,46884.40966091504,-3.72,0.9033850445889322
2021-09-29,45460.11642235784,46046.139123246074,46829.11378401667,-3.52,0.9044393253938606
2021-09-30,46451.87168634566,46027.777640845095,46805.015170115235,-0.88,0.9965805409979198
2021-10-01,46454.56956302332,45995.095318432366,46784.243197608,-3.47,0.9961639044762982
2021-10-04,46633.47659929828,46089.51848298311,46765.357928426565,-2.64,0.997724338761277
2021-10-05,46722.80076993131,46192.29321913847,46732.573898718256,-1.93,0.9767290330062819
2021-10-06,46740.68272860288,46298.90786530716,46702.461112235986,-1.03,0.9768235868572013
2021-10-07,46794.83823697524,46465.47942950045,46688.632390360035,-0.72,0.9638284707583327
2021-10-08,46796.02262629019,46656.323172920514,46672.27601954937,-0.67,0.9631937806423729
2021-10-11,47047.98485415654,46741.48219689514,46641.651366110644,2.62,0.9293114296938938
2021-10-12,47207.80422952918,46849.087149253915,46637.20116869608,1.72,0.9015001594543136
2021-10-13,48210.16427578798,47074.32824589738,46662.76860994001,3.29,0.981378284142727
2021-10-14,48177.174243931506,47282.09588504051,46697.811902436115,3.03,0.972123105376974
2021-10-15,47190.272943566815,47346.323058607326,46704.01959908108,1.7,1.0456489195580108
2021-10-18,47133.03353550596,47394.63667268412,46687.5845685477,-0.61,1.0163365913020859
2021-10-19,47408.57520229408,47482.14418354205,46709.49472787827,0.76,0.9625994623532976
2021-10-20,47721.032201796144,47578.29380463277,46740.37281145751,3.05,0.9689775301319735
2021-10-21,47446.276734789266,47612.361305383696,46747.75275108318,0.86,0.9622082358203613
2021-10-22,47863.12436883185,47562.784175817455,46781.19030163685,2.02,0.9625257804623883
2021-10-25,48225.52777869429,47569.69182364217,46824.90461380432,1.7,0.9705501726204324
